RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Reason for exiting company
8626,15581893,Ginikanwa,747,France,Male,43,1,130788.71,1,0,1,101495.0,1,Excess Documents Required
8627,15672447,Bailey,657,Germany,Male,40,7,99165.84,1,0,1,119333.95,1,Long Response Times
8636,15608701,Chialuka,651,Germany,Male,29,3,121890.06,1,1,0,54530.51,1,Inexperienced Staff / Bad customer service 
8637,15582892,Scott,601,France,Male,46,2,99786.07,1,1,1,32683.88,1,Excess Documents Required
8642,15749103,Ginikanwa,604,Germany,Female,47,4,118907.6,1,0,1,47777.15,1,Excess Documents Required
8649,15683053,Reyna,809,Spain,Female,48,2,0.0,1,1,0,160976.85,1,High Service Charges/Rate of Interest
8658,15684316,Udokamma,532,France,Male,43,9,0.0,2,0,0,190573.91,1,Long Response Times
8663,15637599,Cremonesi,510,Germany,Female,44,4,123070.89,1,1,0,28461.29,1,High Service Charges/Rate of Interest
8672,15689526,Shih,542,Germany,Female,35,9,127543.11,2,1,0,468.94,1,Long Response Times
8674,15707637,Zikoranachukwudimma,765,France,Female,56,1,0.0,1,1,0,13228.93,1,Excess Documents Required
8675,15719426,Cole,529,France,Male,67,8,103101.56,2,1,1,154002.02,1,Inexperienced Staff / Bad customer service 
8680,15753092,He,791,Germany,Male,35,5,129828.58,1,1,1,181918.26,1,Excess Documents Required
8681,15782939,Storey,747,France,Male,42,4,80214.36,1,1,0,115241.96,1,Long Response Times
8684,15599329,Christopher,697,France,Female,49,7,195238.29,4,0,1,131083.56,1,High Service Charges/Rate of Interest
8689,15778418,Burns,637,Germany,Male,40,9,154309.67,1,1,1,125334.16,1,High Service Charges/Rate of Interest
8694,15659092,Davide,621,France,Female,50,5,0.0,2,1,0,191756.54,1,Inexperienced Staff / Bad customer service 
8707,15717770,Marcelo,850,Spain,Female,55,7,0.0,1,0,0,171762.87,1,Inexperienced Staff / Bad customer service 
8708,15754443,Fadden,443,France,Female,35,9,108308.0,1,1,0,129031.19,1,Long Response Times
8719,15627298,Vinogradova,589,France,Male,37,7,85146.48,2,1,0,86490.09,1,High Service Charges/Rate of Interest
8724,15803202,Onyekachi,350,France,Male,51,10,0.0,1,1,1,125823.79,1,High Service Charges/Rate of Interest
8727,15570289,Benson,697,Germany,Male,43,8,103409.16,1,1,0,66893.28,1,High Service Charges/Rate of Interest
8734,15714241,Haddon,749,Spain,Male,42,9,222267.63,1,0,0,101108.85,1,Excess Documents Required
8735,15642530,Coates,706,Germany,Female,47,10,144090.42,1,1,0,140938.95,1,Long Response Times
8745,15691906,Esposito,664,Germany,Female,49,5,127421.78,2,1,0,108876.75,1,Long Response Times
8749,15673971,Houghton,655,Germany,Female,44,6,146498.76,1,1,0,64853.51,1,Long Response Times
8756,15697510,Tien,707,Spain,Female,52,7,0.0,1,1,0,109688.82,1,Inexperienced Staff / Bad customer service 
8757,15784923,Chimezie,705,Germany,Female,37,3,109974.22,1,1,1,36320.87,1,Excess Documents Required
8762,15738088,Parkin,634,Spain,Male,63,10,0.0,2,1,0,30772.86,1,Long Response Times
8763,15765173,Lin,350,France,Female,60,3,0.0,1,0,0,113796.15,1,Long Response Times
8764,15665159,Brooks,727,France,Male,61,0,128213.96,2,1,1,188729.08,1,Inexperienced Staff / Bad customer service 
8769,15677310,Christie,761,Germany,Male,62,5,98854.34,1,0,0,86920.97,1,Long Response Times
8781,15669782,Chu,820,Germany,Male,39,9,111336.89,1,1,0,16770.31,1,High Service Charges/Rate of Interest
8784,15617052,Watson,782,France,Male,34,9,0.0,1,1,0,183021.06,1,Inexperienced Staff / Bad customer service 
8785,15590810,Fallaci,638,Germany,Female,41,9,144326.09,1,1,0,73979.85,1,Inexperienced Staff / Bad customer service 
8795,15578671,Webb,706,Spain,Female,29,1,209490.21,1,1,1,133267.69,1,Long Response Times
8796,15716608,Walker,651,Spain,Male,38,2,0.0,3,1,0,67029.82,1,High Service Charges/Rate of Interest
8802,15606115,P'eng,510,France,Female,52,6,191665.21,1,1,1,131312.56,1,Long Response Times
8808,15669783,Simpson,586,France,Female,60,3,47020.65,2,0,1,63241.21,1,Long Response Times
8809,15624993,Chiang,753,France,Female,36,7,128518.98,1,1,1,44567.83,1,High Service Charges/Rate of Interest
8816,15710034,T'ao,637,Germany,Male,43,1,135645.29,2,0,1,101382.86,1,High Service Charges/Rate of Interest
8826,15797081,Ajuluchukwu,611,Germany,Female,49,9,115488.52,2,1,1,138656.81,1,High Service Charges/Rate of Interest
8831,15810444,Aksenov,562,Germany,Female,39,6,130565.02,1,1,0,9854.72,1,High Service Charges/Rate of Interest
8838,15809736,Steigrad,664,France,Male,46,2,0.0,1,1,1,177423.02,1,Long Response Times
8839,15731148,Isayeva,558,France,Male,33,0,108477.49,1,1,1,109096.71,1,Long Response Times
8851,15590201,Fiorentini,500,Spain,Female,50,5,0.0,4,1,1,83866.35,1,Excess Documents Required
8854,15800031,Laura,681,France,Male,43,3,66338.68,1,1,1,18772.5,1,Excess Documents Required
8863,15769246,Lo Duca,813,Germany,Male,59,2,135078.41,1,1,0,187636.06,1,Long Response Times
8864,15781129,Montgomery,687,Spain,Male,38,8,69434.4,2,1,1,66580.13,1,High Service Charges/Rate of Interest
8871,15789560,Clark,668,France,Male,42,8,187534.79,1,1,1,32900.41,1,Excess Documents Required
8877,15712807,Robertson,556,Spain,Male,46,3,131764.96,1,1,1,108500.66,1,Long Response Times
8879,15675794,Hsing,645,Germany,Male,47,9,152076.93,1,1,0,121840.2,1,High Service Charges/Rate of Interest
8881,15603764,Chang,560,France,Male,49,4,0.0,1,1,1,100075.1,1,Excess Documents Required
8885,15749583,Bellucci,686,Germany,Female,38,2,93569.86,3,0,0,10137.34,1,Excess Documents Required
8888,15768233,Chukwuebuka,435,Germany,Male,37,8,114346.3,1,0,1,980.93,1,Long Response Times
8891,15788723,McIntyre,599,Germany,Female,49,10,143888.22,2,1,1,166236.38,1,Inexperienced Staff / Bad customer service 
8898,15740442,May,603,France,Male,51,8,186825.57,1,1,0,93739.71,1,Excess Documents Required
8905,15737735,Grant,683,Spain,Male,40,4,95053.1,1,1,1,116816.54,1,Excess Documents Required
8911,15744873,Wright,657,Germany,Female,48,5,143595.87,1,0,0,101314.65,1,Inexperienced Staff / Bad customer service 
8916,15804962,Nnaife,606,France,Male,36,1,155655.46,1,1,1,192387.51,1,Excess Documents Required
8919,15578787,Goddard,641,France,Female,52,4,0.0,1,1,0,90964.54,1,Inexperienced Staff / Bad customer service 
8924,15570002,Burlingame,625,Germany,Female,55,8,118772.71,4,0,0,135853.62,1,Long Response Times
8932,15761487,Yefimova,678,France,Female,55,5,0.0,1,0,1,196794.11,1,Long Response Times
8933,15700394,Palermo,713,Spain,Female,26,4,122857.46,2,1,0,144682.17,1,High Service Charges/Rate of Interest
8936,15585066,Chimaraoke,660,France,Female,43,1,0.0,1,0,1,112026.1,1,Long Response Times
8937,15722991,McGregor,567,France,Male,54,9,96402.96,1,0,0,52035.29,1,Long Response Times
8949,15662501,Ebelechukwu,583,France,Male,48,3,91246.53,1,1,0,60017.46,1,Excess Documents Required
8953,15713975,Gibson,565,Germany,Female,47,10,139756.12,1,1,0,165849.49,1,Excess Documents Required
8954,15592925,Giordano,711,Spain,Male,42,3,177626.77,3,0,1,16392.72,1,Long Response Times
8955,15581626,Mancini,664,France,Male,54,8,0.0,1,1,1,162719.69,1,Long Response Times
8956,15641319,Afanasyeva,518,Spain,Male,50,4,0.0,1,0,0,107112.25,1,Long Response Times
8961,15657957,Hughes,602,Germany,Female,26,8,113674.2,1,1,0,197861.16,1,High Service Charges/Rate of Interest
8964,15796993,McCollum,741,France,Male,52,1,171236.3,2,0,0,21834.4,1,Inexperienced Staff / Bad customer service 
8992,15698902,McIntyre,547,Germany,Female,42,1,142703.4,1,1,0,86207.49,1,Long Response Times
9009,15776936,Whitworth,475,France,Male,40,7,160818.08,1,0,1,169642.13,1,High Service Charges/Rate of Interest
9011,15786463,Hsing,645,Germany,Female,59,8,121669.93,2,0,0,91.75,1,Inexperienced Staff / Bad customer service 
9025,15654772,Kwemto,640,France,Female,47,6,89799.46,2,0,1,13783.77,1,Excess Documents Required
9031,15799635,Arbour,577,Spain,Male,51,2,108867.0,1,0,0,140800.66,1,High Service Charges/Rate of Interest
9035,15772337,Lawrence,723,Germany,Female,49,0,153855.52,1,1,1,180862.26,1,Inexperienced Staff / Bad customer service 
9038,15792862,Blinova,653,Germany,Male,41,1,104584.11,1,1,0,15126.32,1,Inexperienced Staff / Bad customer service 
9039,15657349,Carter,803,Germany,Female,50,8,98173.02,1,0,0,22457.25,1,Long Response Times
9045,15653347,Chiu,560,Spain,Male,47,1,0.0,1,0,0,128882.66,1,High Service Charges/Rate of Interest
9046,15749951,Sacco,766,Germany,Male,27,5,126285.73,1,1,0,177614.17,1,Excess Documents Required
9053,15597949,Gilbert,768,Germany,Female,47,5,104552.61,1,1,0,48137.08,1,Long Response Times
9056,15645323,Chinwenma,630,France,Male,55,2,0.0,1,1,1,106202.07,1,Inexperienced Staff / Bad customer service 
9057,15793311,Smith,765,Germany,Female,46,8,119492.88,2,0,1,166896.01,1,Inexperienced Staff / Bad customer service 
9061,15770474,Myers,685,France,Female,33,1,0.0,3,0,1,70221.13,1,High Service Charges/Rate of Interest
9063,15753110,McKay,720,Spain,Male,64,3,45752.78,2,1,0,79623.28,1,Inexperienced Staff / Bad customer service 
9070,15777459,Gordon,619,Spain,Female,32,4,175406.13,2,1,1,172792.43,1,High Service Charges/Rate of Interest
9074,15611058,Eluemuno,702,Germany,Female,60,5,138597.54,2,1,1,41536.59,1,Long Response Times
9076,15635942,Thomson,576,France,Male,40,9,0.0,2,1,0,112465.19,1,Excess Documents Required
9079,15705448,Gilbert,647,Germany,Male,52,7,130013.12,1,1,1,190806.36,1,High Service Charges/Rate of Interest
9085,15593499,Stevens,686,Spain,Female,47,6,0.0,1,1,0,32080.69,1,Excess Documents Required
9089,15608246,Wentcher,736,Germany,Female,36,8,103914.17,1,1,1,110035.88,1,Long Response Times
9093,15736250,Johnstone,781,France,Male,38,2,117810.79,1,0,1,65632.33,1,High Service Charges/Rate of Interest
9105,15683339,P'eng,656,Spain,Female,34,6,59877.33,1,1,0,14032.62,1,Long Response Times
9107,15663650,Russell,698,Germany,Male,52,10,107304.39,3,1,0,28806.32,1,Long Response Times
9120,15576065,Sims,731,Spain,Female,40,5,171325.98,1,1,1,159718.27,1,Long Response Times
9126,15604138,Iheanacho,749,Spain,Male,34,2,0.0,1,0,0,174189.04,1,Excess Documents Required
9127,15666095,Costa,753,Spain,Male,51,4,79811.72,2,0,1,68260.27,1,High Service Charges/Rate of Interest
9128,15643487,Sal,630,Spain,Male,39,10,105473.74,1,0,0,58854.88,1,Excess Documents Required
9129,15764033,Lin,693,Germany,Female,43,1,121927.92,1,1,0,87994.95,1,High Service Charges/Rate of Interest
9130,15747288,Ferri,838,Spain,Female,40,6,61671.19,1,0,1,150659.35,1,Inexperienced Staff / Bad customer service 
9136,15664432,Chao,727,Spain,Female,49,7,96296.78,1,1,0,190457.87,1,Inexperienced Staff / Bad customer service 
9139,15771668,Henderson,578,France,Male,59,10,185966.64,1,0,0,9445.42,1,High Service Charges/Rate of Interest
9154,15636977,Trevisan,507,Germany,Male,36,9,118214.32,3,1,0,119110.03,1,High Service Charges/Rate of Interest
9157,15679551,Colombo,504,Spain,Female,46,2,163764.84,1,1,1,165122.55,1,Excess Documents Required
9163,15606097,Zakharov,665,Germany,Male,63,7,104469.58,1,1,1,25165.36,1,Excess Documents Required
9167,15612103,Wang,627,Germany,Female,35,2,137852.96,1,1,1,172269.21,1,High Service Charges/Rate of Interest
9174,15653572,Thornton,673,Spain,Male,43,8,127132.96,1,0,1,6009.27,1,High Service Charges/Rate of Interest
9196,15710315,Chukwukadibia,529,Germany,Male,29,4,135759.4,1,0,0,112813.79,1,Inexperienced Staff / Bad customer service 
9200,15609083,Tretiakova,544,France,Female,26,6,0.0,1,1,0,100200.4,1,High Service Charges/Rate of Interest
9204,15774401,Chambers,773,Spain,Male,51,4,0.0,2,0,0,123587.83,1,Excess Documents Required
9207,15611767,Mai,624,Germany,Female,52,0,133723.43,1,0,0,4859.59,1,Excess Documents Required
9208,15643770,Yu,682,France,Female,52,5,112670.48,1,1,0,21085.17,1,Long Response Times
9211,15792650,Watts,382,Spain,Male,36,0,0.0,1,1,1,179540.73,1,High Service Charges/Rate of Interest
9215,15812893,Costa,629,France,Female,39,10,0.0,2,1,1,43174.49,1,Excess Documents Required
9216,15624180,Genovesi,584,Germany,Female,37,10,134171.8,4,1,1,70927.11,1,Inexperienced Staff / Bad customer service 
9219,15806318,Wright,676,Germany,Female,48,2,124442.38,1,1,0,15068.53,1,Inexperienced Staff / Bad customer service 
9221,15600399,Trentino,598,France,Male,60,4,0.0,1,1,0,197727.14,1,Long Response Times
9222,15576216,Chienezie,655,Germany,Female,37,4,108862.76,1,1,0,79555.08,1,Long Response Times
9233,15635364,Gray,618,France,Female,49,9,44301.43,3,1,1,89729.3,1,Excess Documents Required
9235,15766044,Cameron,642,Germany,Male,49,4,120688.61,1,1,0,24770.22,1,High Service Charges/Rate of Interest
9238,15655175,Wallace,740,Germany,Male,40,4,114318.78,2,1,0,129333.69,1,Excess Documents Required
9256,15622033,Rapuluchukwu,847,Germany,Female,41,3,101543.51,4,1,0,16025.17,1,Inexperienced Staff / Bad customer service 
9266,15667438,Ferguson,675,France,Female,38,1,104016.88,1,0,0,22068.83,1,Inexperienced Staff / Bad customer service 
9277,15623989,Griffin,435,France,Male,54,3,0.0,1,1,0,156910.46,1,Inexperienced Staff / Bad customer service 
9287,15586523,Paten,720,Germany,Female,29,7,106230.92,1,1,1,69903.93,1,Inexperienced Staff / Bad customer service 
9300,15766826,North,824,France,Male,26,7,146266.0,1,1,0,21903.62,1,Inexperienced Staff / Bad customer service 
9312,15608381,Dean,585,Germany,Male,50,2,125845.66,1,1,0,9439.31,1,Long Response Times
9315,15645371,Cameron,613,Germany,Female,51,7,147262.11,1,1,1,53630.9,1,Long Response Times
9317,15766355,Lettiere,550,Germany,Male,49,0,108806.96,3,1,0,61446.92,1,Inexperienced Staff / Bad customer service 
9318,15585249,Mironova,741,France,Male,42,6,106036.52,1,1,0,194686.78,1,Excess Documents Required
9322,15686099,Ruse,563,Spain,Male,61,1,82182.1,1,1,0,106826.92,1,Excess Documents Required
9324,15815316,Kennedy,644,France,Male,50,9,76817.0,4,1,0,196371.13,1,Inexperienced Staff / Bad customer service 
9327,15601787,Greco,641,Germany,Male,35,2,103711.56,1,0,1,192464.21,1,Excess Documents Required
9333,15638882,Cardell,710,Germany,Female,62,9,148214.36,1,1,0,48571.14,1,Inexperienced Staff / Bad customer service 
9338,15797751,Pai,466,Germany,Female,47,5,102085.72,1,1,1,183536.24,1,Inexperienced Staff / Bad customer service 
9357,15734711,Loggia,373,France,Male,42,7,0.0,1,1,0,77786.37,1,High Service Charges/Rate of Interest
9358,15814405,Chesnokova,418,France,Female,46,9,0.0,1,1,1,81014.5,1,Excess Documents Required
9360,15606944,Fleming,645,Germany,Male,43,9,140121.17,1,1,0,11302.7,1,Excess Documents Required
9368,15785024,Warner,629,France,Female,40,9,137409.19,1,1,0,175877.7,1,Inexperienced Staff / Bad customer service 
9371,15732438,Cheng,561,France,Male,43,4,0.0,4,0,0,18522.91,1,Excess Documents Required
9376,15641389,Shen,659,Germany,Male,48,4,123593.22,2,1,0,82469.06,1,High Service Charges/Rate of Interest
9377,15657306,Kershaw,567,France,Female,47,2,0.0,1,0,0,110900.43,1,Long Response Times
9385,15686242,Otutodilichukwu,771,France,Female,57,4,0.0,1,0,0,85876.67,1,Long Response Times
9394,15686060,Chou,670,Germany,Male,43,9,111677.88,1,1,0,178827.3,1,Excess Documents Required
9402,15601857,Woodhouse,705,Germany,Female,46,4,115518.07,1,0,0,76544.9,1,Inexperienced Staff / Bad customer service 
9406,15807900,Chineze,575,France,Male,36,7,0.0,1,1,1,55868.97,1,High Service Charges/Rate of Interest
9412,15796115,Forbes,689,Germany,Female,40,4,78119.59,4,1,0,119259.34,1,Long Response Times
9415,15632280,Toth,544,Spain,Female,53,9,0.0,1,1,0,125692.07,1,Long Response Times
9427,15675518,Charlton,499,Spain,Female,53,1,75225.53,2,0,0,144849.1,1,Long Response Times
9439,15641175,Munro,701,Germany,Male,63,3,120916.52,3,0,0,144727.45,1,High Service Charges/Rate of Interest
9441,15584156,Siciliani,593,Spain,Male,27,10,0.0,3,0,0,94620.0,1,Excess Documents Required
9444,15687001,Chiemenam,596,Germany,Male,54,1,123544.0,1,1,1,120314.75,1,Long Response Times
9446,15731951,Reilly,689,Spain,Female,28,5,95328.6,1,1,0,6129.61,1,High Service Charges/Rate of Interest
9448,15810390,Amadi,718,France,Female,41,1,0.0,2,0,1,27509.52,1,Long Response Times
9452,15571586,Briggs,524,Spain,Male,29,3,159035.45,1,1,0,2705.31,1,Inexperienced Staff / Bad customer service 
9467,15592716,Clarke,559,France,Male,52,2,0.0,1,1,0,129013.59,1,High Service Charges/Rate of Interest
9474,15690733,Angelo,608,Spain,Male,45,4,0.0,2,0,0,36697.48,1,Long Response Times
9478,15592104,Lane,655,France,Female,41,5,0.0,1,0,0,36548.0,1,Long Response Times
9479,15651900,Bergamaschi,782,Germany,Female,53,1,81571.05,1,1,0,182960.46,1,Inexperienced Staff / Bad customer service 
9483,15599211,Findlay,707,France,Male,40,1,0.0,2,1,0,14090.4,1,Excess Documents Required
9490,15777907,Liang,791,France,Female,33,3,0.0,1,1,1,144413.92,1,Long Response Times
9493,15775192,Rounsevell,732,Germany,Female,48,4,102962.62,1,1,0,120852.85,1,Excess Documents Required
9495,15688951,Stoneman,789,Germany,Male,43,8,119654.44,2,0,1,148412.24,1,Excess Documents Required
9514,15566378,Tillman,515,France,Male,48,5,129387.94,1,0,1,147955.91,1,Long Response Times
9526,15699415,Lewis,618,France,Female,46,6,150213.71,1,1,0,120668.46,1,Excess Documents Required
9528,15682868,Elliott,850,France,Female,40,9,99816.46,1,1,1,163989.66,1,Long Response Times
9534,15733361,Davide,651,Germany,Female,45,6,86714.06,1,1,0,85869.89,1,Inexperienced Staff / Bad customer service 
9537,15632051,Douglas,550,Germany,Female,42,10,128707.31,1,1,0,63092.65,1,Inexperienced Staff / Bad customer service 
9540,15590337,Golubov,659,France,Male,29,6,123192.12,1,1,1,56971.41,1,Excess Documents Required
9541,15634551,Williamson,727,Germany,Male,46,3,115248.11,4,1,0,130752.01,1,High Service Charges/Rate of Interest
9555,15593778,Craig,779,France,Female,29,3,46388.16,3,1,0,127939.26,1,High Service Charges/Rate of Interest
9556,15655360,Chikelu,782,Germany,Female,72,5,148666.99,1,1,0,2605.65,1,Inexperienced Staff / Bad customer service 
9557,15780909,Caffyn,769,Germany,Male,34,7,115101.5,1,0,0,57841.89,1,Long Response Times
9559,15801411,Green,623,Spain,Male,46,4,0.0,1,1,0,5549.11,1,Excess Documents Required
9561,15658409,Mao,686,France,Male,41,5,128876.71,3,1,1,106939.34,1,Inexperienced Staff / Bad customer service 
9566,15752294,Long,582,France,Female,38,9,135979.01,4,1,1,76582.95,1,Long Response Times
9567,15743193,Olson,644,France,Male,37,6,117271.8,2,1,0,104217.96,1,Excess Documents Required
9572,15716085,Norris,739,Spain,Female,41,8,0.0,1,1,0,191694.77,1,Long Response Times
9573,15641688,Collier,644,Spain,Male,18,7,0.0,1,0,1,59645.24,1,Inexperienced Staff / Bad customer service 
9578,15807120,Oluchukwu,841,Germany,Female,52,3,112383.03,1,1,0,85516.37,1,High Service Charges/Rate of Interest
9585,15608588,Mackinlay,563,Germany,Male,41,2,100520.92,1,1,1,19412.8,1,Long Response Times
9601,15570533,Conti,621,Germany,Female,55,7,131033.76,1,0,1,75685.59,1,Excess Documents Required
9603,15603135,Boni,634,Germany,Female,59,3,95727.05,1,0,0,97939.4,1,Inexperienced Staff / Bad customer service 
9614,15737025,Roberts,635,France,Male,33,1,0.0,3,0,0,178067.33,1,Long Response Times
